module_age_years,ambient_temp_c,module_temp_c,relative_humidity_pct,daily_temp_swing_c,irradiance_kwh_m2_day,soiling_index,annual_degradation_rate_pct,cumulative_degradation_pct,current_power_ratio,fault_flag
8.81,24.73,59.37,55.8,31.54,3.77,0.11,0.9024,6.825,0.9318,0
13.51,28.33,57.77,38.34,8.08,5.97,0.208,0.402,6.3,0.937,0
6.59,37.14,63.85,93.37,9.97,5.33,0.298,1.2455,9.871,0.9013,1
6.5,28.16,44.39,32.7,24.6,5.92,0.826,0.401,0.87,0.9913,0
4.45,18.41,37.33,44.53,14.98,3.95,0.701,0.4054,2.018,0.9798,0
23.53,32.35,53.78,49.35,9.73,5.59,0.007,0.4747,14.945,0.8505,0
22.26,24.12,41.47,25.01,28.7,5.43,0.184,0.4743,9.885,0.9011,0
19.55,43.1,68.11,45.63,21.23,5.35,0.75,1.2026,26.575,0.7342,1
13.18,27.99,52.13,83.54,15.33,4.45,0.404,0.5195,10.139,0.8986,0
12.52,10.12,25.59,26.23,9.98,6.51,0.026,0.2108,2.843,0.9716,0
13.48,30.86,60.04,61.72,32.33,7.46,0.964,1.244,16.844,0.8316,1
13.65,43.56,66.17,47.53,17.83,3.98,0.151,0.9835,15.78,0.8422,1
11.15,40.61,52.23,28.64,27.78,5.99,0.51,0.7553,8.585,0.9141,0
3.73,42.65,64.34,15.99,24.26,2.03,0.248,0.8252,0.0,1.0,0
3.58,19.84,43.53,36.87,14.35,5.94,0.737,0.2135,0.678,0.9932,0
23.83,35.3,63.13,19.95,14.41,3.14,0.777,0.8896,23.572,0.7643,1
12.31,22.22,42.2,45.14,28.12,4.62,0.397,0.632,9.556,0.9044,0
23.85,29.79,56.76,79.82,28.24,3.76,0.658,0.9777,23.468,0.7653,1
4.51,17.82,40.94,72.57,4.86,4.96,0.909,0.4267,1.589,0.9841,0
14.08,22.84,36.95,90.79,21.85,6.12,0.815,0.7078,12.268,0.8773,0
5.59,22.59,36.1,49.16,17.15,3.16,0.415,0.4159,2.383,0.9762,0
6.7,35.19,63.92,71.62,10.77,4.8,0.441,0.916,3.827,0.9617,0
1.24,34.41,63.58,68.23,19.83,4.64,0.887,0.9406,3.219,0.9678,0
3.41,30.21,54.15,32.36,8.55,6.94,0.034,0.2561,0.592,0.9941,0
22.96,17.2,48.17,39.29,14.73,5.67,0.023,0.3045,10.299,0.897,0
8.38,25.51,53.85,57.39,12.41,3.91,0.206,0.6475,3.422,0.9658,0
15.4,22.03,48.13,78.73,14.5,4.68,0.828,0.4983,8.268,0.9173,0
11.89,34.96,51.49,51.95,17.5,6.91,0.153,0.4278,6.454,0.9355,0
10.31,37.43,69.81,33.22,10.89,5.99,0.285,1.0028,10.614,0.8939,1
13.53,36.45,61.67,94.48,29.01,4.19,0.629,1.3701,17.233,0.8277,1
5.09,21.96,41.64,24.25,21.45,4.91,0.184,0.3585,0.0,1.0,0
24.72,6.08,24.07,91.47,30.56,4.94,0.303,0.4243,14.696,0.853,0
20.55,13.86,37.41,79.72,16.88,4.61,0.467,0.5087,12.123,0.8788,0
18.67,39.37,51.35,82.11,14.16,3.32,0.228,0.5526,13.322,0.8668,0
11.98,24.79,50.99,78.59,30.31,4.45,0.992,1.2354,16.87,0.8313,1
4.25,21.99,38.27,31.65,13.95,6.73,0.163,0.1169,1.582,0.9842,0
23.06,41.14,65.36,65.61,16.75,4.78,0.85,1.3015,30.992,0.6901,1
8.86,38.12,56.99,75.54,23.04,5.09,0.47,1.0357,10.317,0.8968,1
1.73,28.2,48.61,74.65,9.34,5.35,0.129,0.3786,3.042,0.9696,0
8.89,25.65,43.11,36.73,22.98,7.64,0.118,0.3856,3.895,0.9611,0
19.96,26.94,47.98,29.49,22.08,5.21,0.5,0.3974,12.275,0.8772,0
15.76,29.82,63.15,41.25,26.89,6.4,0.354,0.9092,12.676,0.8732,0
18.9,40.8,71.11,53.39,24.23,4.54,0.235,1.4245,25.367,0.7463,1
19.94,31.38,55.51,60.9,27.1,4.91,0.959,0.9084,20.95,0.7905,1
5.69,33.81,55.66,81.96,17.23,5.21,0.463,0.6135,2.303,0.977,0
23.13,37.35,64.42,76.52,11.96,4.35,0.929,1.3823,36.871,0.6313,1
11.23,18.64,47.42,69.09,32.77,4.98,0.164,0.7594,11.214,0.8879,1
16.16,34.04,51.06,36.08,7.31,6.18,0.183,0.3591,9.278,0.9072,0
0.56,25.64,47.18,53.31,8.01,4.32,0.596,0.3015,1.631,0.9837,0
24.84,7.87,18.94,41.83,21.96,5.2,0.27,0.2641,6.746,0.9325,0
7.38,10.97,39.71,33.79,29.37,5.98,0.185,0.4931,1.147,0.9885,0
2.02,19.86,54.25,15.82,19.33,4.29,0.095,0.485,3.478,0.9652,0
11.73,32.25,54.73,42.16,25.0,6.4,0.076,0.6524,5.69,0.9431,0
3.66,28.91,38.16,35.49,4.03,5.28,0.753,0.3486,3.971,0.9603,0
4.23,29.47,55.13,60.75,14.5,5.02,0.282,0.6034,3.759,0.9624,0
15.99,43.61,60.18,19.98,4.88,2.99,0.978,0.7169,12.182,0.8782,0
10.13,17.85,35.87,36.64,23.46,4.79,0.183,0.3603,4.784,0.9522,0
23.09,27.78,53.54,18.58,7.17,5.61,0.354,0.4268,12.139,0.8786,0
8.32,30.44,53.96,66.31,9.06,7.12,0.375,0.5343,4.408,0.9559,0
18.29,22.11,41.18,60.46,21.6,5.82,0.5,0.5755,13.925,0.8607,0
11.8,28.23,46.33,42.0,25.43,6.44,0.871,0.6623,10.627,0.8937,0
16.67,15.2,37.96,26.79,16.89,3.87,0.835,0.3315,6.684,0.9332,0
15.19,39.28,58.82,91.63,21.99,5.06,0.01,0.9928,14.87,0.8513,1
12.08,22.55,37.89,61.75,21.76,6.54,0.409,0.4195,7.763,0.9224,0
23.78,44.25,64.26,69.33,16.49,4.22,0.828,1.0899,24.169,0.7583,1
8.9,27.74,51.78,57.51,10.34,6.26,0.0,0.4071,4.684,0.9532,0
4.84,36.22,57.16,79.52,21.95,6.01,0.534,0.8557,5.489,0.9451,0
17.11,27.57,41.09,86.71,22.29,5.5,0.259,0.6126,10.056,0.8994,0
21.23,27.75,55.69,45.62,24.26,4.84,0.413,0.7987,19.888,0.8011,1
1.49,23.33,28.89,70.2,20.18,4.12,0.42,0.5316,0.765,0.9923,0
11.52,28.95,48.27,33.39,9.82,7.15,0.392,0.2905,2.944,0.9706,0
22.37,30.54,48.82,67.15,22.83,5.9,0.892,0.7572,19.967,0.8003,1
18.87,21.73,44.62,46.93,17.99,5.57,0.536,0.2109,3.286,0.9671,0
24.8,27.0,52.37,15.54,14.62,4.75,0.904,0.6003,18.024,0.8198,0
13.52,23.12,51.88,91.44,15.94,5.24,0.727,0.6061,5.568,0.9443,0
16.67,46.4,64.12,84.48,13.17,5.38,0.351,1.0274,18.5,0.815,1
7.91,27.28,52.8,38.27,24.22,5.64,0.494,0.6774,5.705,0.943,0
23.71,40.36,63.54,94.82,8.07,6.01,0.39,1.1401,27.731,0.7227,1
9.48,26.44,38.17,40.37,11.05,4.34,0.829,0.2194,3.087,0.9691,0
18.59,30.07,63.48,51.71,15.7,3.59,0.188,0.7649,15.165,0.8483,0
10.38,17.43,30.8,83.1,29.3,5.29,0.936,0.7362,9.802,0.902,1
14.26,24.42,48.94,39.37,25.38,3.28,0.58,0.4834,8.523,0.9148,0
18.13,29.68,54.02,51.04,6.51,4.84,0.612,0.4925,10.711,0.8929,0
12.97,40.69,64.34,68.25,27.46,4.64,0.517,1.198,16.622,0.8338,1
22.72,29.78,48.81,25.44,27.45,5.74,0.554,0.7239,17.15,0.8285,0
10.77,39.07,66.03,48.79,9.78,7.38,0.668,1.073,11.51,0.8849,1
16.35,33.13,45.76,39.75,2.0,3.06,0.655,0.0986,2.897,0.971,0
8.89,41.02,62.62,69.14,17.49,7.7,0.214,1.0739,9.589,0.9041,1
10.5,27.53,46.14,25.88,25.86,4.94,0.582,0.4898,7.407,0.9259,0
11.28,47.12,65.06,33.62,29.14,5.58,0.355,1.1444,13.548,0.8645,1
3.58,24.12,48.69,71.91,11.9,3.64,0.637,0.3882,2.088,0.9791,0
2.75,21.87,50.33,27.5,30.26,6.3,0.548,0.7766,0.0,1.0,0
16.85,18.32,38.26,48.76,2.4,5.25,0.18,0.4676,10.355,0.8964,0
16.56,46.65,73.33,72.03,15.42,5.13,0.735,1.7434,28.804,0.712,1
16.74,34.56,56.85,76.24,15.08,3.07,0.457,0.6883,10.711,0.8929,0
0.98,25.33,41.97,22.59,26.07,5.28,0.551,0.4875,3.206,0.9679,1
8.5,37.99,58.44,83.16,27.09,6.13,0.673,0.966,9.67,0.9033,1
5.35,33.5,53.7,72.92,24.68,4.94,0.653,0.9798,6.997,0.93,1
19.56,43.73,61.55,42.14,8.55,6.49,0.749,0.7813,17.202,0.828,1
21.59,15.62,40.19,76.1,24.04,6.45,0.207,0.3932,9.697,0.903,0
6.54,25.88,49.28,73.26,21.56,4.49,0.11,0.4554,2.72,0.9728,0
16.86,24.3,36.76,63.07,6.3,6.95,0.669,0.3025,7.304,0.927,0
3.67,12.21,24.3,59.68,3.53,5.25,0.236,0.2388,2.825,0.9718,0
7.24,36.48,61.03,73.78,25.27,5.25,0.115,0.8961,6.614,0.9339,0
3.9,25.84,42.95,94.94,16.74,5.31,0.131,0.616,5.909,0.9409,1
7.45,33.92,57.73,61.28,9.0,5.28,0.313,0.6097,4.463,0.9554,0
17.03,46.88,73.56,79.7,16.54,2.31,0.992,1.7842,29.019,0.7098,1
22.8,25.17,39.55,74.54,20.55,5.0,0.157,0.3579,6.809,0.9319,0
5.46,24.63,38.16,83.46,17.42,3.7,0.299,0.577,0.518,0.9948,0
13.78,28.95,61.0,91.36,7.14,6.99,0.921,0.9515,13.095,0.8691,1
17.68,35.9,60.01,30.45,31.2,6.94,0.963,0.9897,18.11,0.8189,1
23.85,23.47,42.95,28.24,25.03,6.14,0.229,0.5679,16.267,0.8373,0
15.45,22.95,39.35,61.91,15.65,4.94,0.88,0.4327,7.435,0.9256,0
6.75,36.46,55.39,50.94,15.93,4.09,0.139,0.4451,4.608,0.9539,0
15.82,31.03,45.89,60.66,20.52,4.48,0.762,0.6408,11.043,0.8896,0
8.35,11.64,38.94,78.84,10.09,7.34,0.013,0.4047,3.701,0.963,0
24.42,18.2,35.54,89.54,20.26,4.44,0.407,0.4789,12.401,0.876,0
10.29,40.01,68.57,48.39,8.68,2.61,0.247,0.9374,12.412,0.8759,1
17.29,31.22,50.81,72.43,17.51,6.33,0.704,0.5893,8.62,0.9138,0
1.07,21.9,37.64,30.74,9.82,6.85,0.016,0.2153,0.738,0.9926,0
10.3,26.64,46.08,57.76,10.17,7.03,0.465,0.2416,2.607,0.9739,0
21.94,28.11,34.36,16.74,29.52,6.34,0.697,0.7198,18.483,0.8152,1
15.45,33.89,55.16,55.3,18.41,6.52,0.047,0.7724,12.699,0.873,0
11.38,17.13,38.11,58.63,19.45,5.26,0.897,0.4227,5.313,0.9469,0
23.43,21.27,48.22,73.84,3.92,2.92,0.361,0.4388,11.395,0.886,0
21.42,30.18,40.87,66.96,13.82,5.23,0.165,0.4438,13.154,0.8685,0
8.39,27.2,56.17,43.67,21.23,5.88,0.225,0.8545,7.478,0.9252,0
13.84,32.57,59.5,15.46,19.36,5.05,0.339,0.8404,15.553,0.8445,1
12.5,18.16,47.68,24.24,2.92,5.0,0.198,0.0699,1.892,0.9811,0
15.99,30.86,52.54,92.84,19.45,4.14,0.511,0.7705,13.198,0.868,0
8.69,36.73,64.82,88.79,20.57,4.1,0.633,1.4152,12.37,0.8763,1
6.48,31.89,45.07,41.01,26.99,7.22,0.433,0.5313,4.575,0.9543,0
22.86,29.11,55.39,35.71,13.41,7.26,0.427,0.7329,17.277,0.8272,0
23.13,27.23,44.61,49.91,2.31,5.2,0.782,0.5231,13.865,0.8614,0
21.16,21.32,33.41,70.2,11.02,5.51,0.301,0.1591,4.701,0.953,0
24.47,27.42,42.68,43.55,10.32,4.12,0.623,0.2911,9.324,0.9068,0
18.75,38.08,60.11,20.38,23.16,5.91,0.893,0.768,16.067,0.8393,1
19.23,27.05,44.1,47.22,2.0,7.14,0.222,0.2451,6.512,0.9349,0
19.18,20.88,45.14,35.85,14.86,3.52,0.62,0.3378,7.766,0.9223,0
12.27,24.06,35.21,40.99,27.98,5.71,0.948,0.6893,11.603,0.884,1
11.68,29.61,38.84,28.04,18.05,5.79,0.53,0.2471,4.095,0.9591,0
6.39,25.01,55.25,67.71,24.27,5.78,0.977,0.595,8.294,0.9171,1
16.3,31.88,59.31,57.13,6.51,7.01,0.31,0.479,8.759,0.9124,0
7.59,32.18,47.89,36.67,6.79,7.44,0.564,0.2538,3.764,0.9624,0
6.82,35.11,57.09,59.31,28.06,4.94,0.311,0.7999,4.47,0.9553,0
14.86,39.39,67.51,54.42,18.71,5.94,0.004,1.0977,19.369,0.8063,1
10.54,35.97,60.48,78.68,18.72,5.29,0.997,0.9354,9.135,0.9087,0
5.86,20.53,43.42,91.48,10.17,4.5,0.24,0.2916,2.631,0.9737,0
20.49,20.77,49.34,25.45,18.71,5.5,0.973,0.431,9.651,0.9035,0
21.58,27.39,45.01,85.71,9.98,5.94,0.653,0.3752,10.208,0.8979,0
4.61,24.39,46.58,71.38,26.31,5.44,0.904,0.6686,2.809,0.9719,0
0.68,18.89,40.79,70.4,37.09,4.23,0.967,0.8784,0.0,1.0,0
8.74,24.47,44.83,44.94,21.39,4.69,0.568,0.5462,4.644,0.9536,0
20.04,24.2,43.87,42.51,13.56,4.7,1.0,0.3021,9.809,0.9019,0
21.06,22.63,45.06,15.45,2.0,4.27,0.767,0.2612,7.582,0.9242,0
3.89,25.47,47.68,93.58,6.21,5.54,0.524,0.5006,0.0,1.0,0
19.47,37.43,53.14,63.52,28.88,5.66,0.655,0.9491,21.443,0.7856,1
3.33,29.59,56.4,47.19,10.8,6.28,0.194,0.5078,0.291,0.9971,0
10.06,47.77,63.92,58.5,15.4,4.26,0.011,0.9691,11.374,0.8863,1
24.97,29.36,50.05,18.24,22.59,4.56,0.257,0.3625,11.684,0.8832,0
5.22,25.68,45.91,28.89,28.38,6.91,0.435,0.6069,4.325,0.9568,0
4.27,28.03,52.18,64.87,16.6,5.02,0.228,0.4754,5.191,0.9481,0
10.86,30.05,39.34,56.14,15.17,5.23,0.514,0.2035,1.297,0.987,0
15.68,31.48,58.83,77.97,18.5,5.01,0.658,0.9134,16.15,0.8385,1
23.36,44.61,62.55,67.7,13.61,6.45,0.656,1.1422,30.303,0.697,1
24.53,21.24,50.56,63.11,13.98,6.49,0.894,0.4839,12.482,0.8752,0
2.21,34.87,54.0,80.22,20.88,6.42,0.966,0.852,0.685,0.9932,0
3.88,29.66,51.37,20.46,19.3,5.23,0.891,0.4138,1.219,0.9878,0
19.87,15.43,48.91,70.27,32.92,4.24,0.62,0.7271,16.18,0.8382,0
7.13,34.17,54.5,72.25,21.07,7.32,0.206,0.6395,2.464,0.9754,0
22.18,38.14,67.57,37.01,26.06,6.14,0.943,1.2271,29.549,0.7045,1
16.75,21.14,43.38,30.65,10.5,4.7,0.175,0.1962,1.872,0.9813,0
3.24,27.93,52.42,32.11,21.68,6.77,0.151,0.5086,3.848,0.9615,0
20.9,14.2,36.62,30.85,12.94,4.61,0.318,0.05,3.187,0.9681,0
4.82,17.93,45.02,56.9,20.77,6.75,0.574,0.4404,5.403,0.946,0
10.88,36.38,54.27,25.85,22.82,6.83,0.681,0.7215,9.405,0.9059,0
14.03,24.27,40.36,67.74,18.35,4.19,0.013,0.1844,2.769,0.9723,0
12.77,19.13,37.3,23.41,34.85,5.84,0.778,0.7146,8.395,0.916,0
17.31,29.84,52.43,17.15,28.0,6.06,0.175,0.6826,13.168,0.8683,0
16.49,23.82,44.5,40.54,26.24,8.0,0.296,0.4619,8.453,0.9155,0
24.81,24.23,50.5,30.35,23.35,4.38,0.322,0.5668,17.719,0.8228,0
24.99,33.91,63.74,94.09,30.34,6.78,0.332,1.3926,34.986,0.6501,1
13.15,18.71,34.85,39.24,7.94,5.22,0.76,0.355,8.621,0.9138,0
2.83,20.76,38.35,32.77,27.59,3.83,0.041,0.4748,3.501,0.965,0
18.33,29.23,42.62,30.74,11.06,5.07,0.197,0.2504,5.305,0.947,0
24.43,35.76,69.94,44.91,14.05,5.2,0.022,1.232,34.725,0.6528,1
8.3,37.91,61.73,63.47,21.93,4.04,0.778,0.9615,6.983,0.9302,0
11.8,22.68,47.56,77.56,26.63,5.54,0.984,0.7292,9.462,0.9054,0
10.91,35.5,49.46,44.17,9.92,6.25,0.66,0.577,4.645,0.9536,0
1.76,21.73,43.72,65.08,14.41,5.46,0.59,0.6188,4.16,0.9584,1
16.97,42.61,67.67,53.56,18.68,4.6,0.908,1.1271,17.337,0.8266,1
9.16,18.93,39.41,82.72,16.7,5.04,0.255,0.3818,1.465,0.9854,0
19.79,38.63,67.08,60.52,23.98,5.2,0.066,1.3053,25.975,0.7402,1
20.89,22.75,58.62,38.19,42.05,5.44,0.51,1.3163,30.968,0.6903,1
20.62,44.11,60.42,71.29,20.94,6.42,0.26,0.9912,23.282,0.7672,1
10.71,32.73,48.6,80.61,12.85,5.5,0.451,0.6191,7.275,0.9273,0
8.38,19.87,36.61,52.24,8.92,3.66,0.456,0.1675,3.384,0.9662,0
18.85,23.82,55.46,93.98,15.72,4.58,0.319,0.8888,17.657,0.8234,1
20.13,34.25,62.5,85.33,11.42,5.38,0.486,1.0593,23.245,0.7676,1
12.54,36.42,57.61,30.76,21.27,6.44,0.38,0.5462,10.144,0.8986,0
22.38,27.43,49.65,77.94,21.16,6.63,0.113,0.5051,12.342,0.8766,0
4.03,28.36,45.46,63.08,14.76,7.15,0.867,0.4249,0.539,0.9946,0
22.04,34.07,61.41,57.78,31.89,5.34,0.701,1.2846,30.493,0.6951,1
2.85,29.05,48.77,56.12,12.85,6.04,0.041,0.4803,2.646,0.9735,0
4.26,17.65,38.09,83.27,17.16,3.6,0.116,0.4337,2.132,0.9787,0
13.58,21.5,47.15,63.87,22.47,5.67,0.097,0.5607,9.918,0.9008,0
2.15,29.88,50.75,58.02,24.24,4.02,0.062,0.6178,1.033,0.9897,0
1.79,37.72,58.31,18.91,26.94,5.13,0.059,0.772,1.621,0.9838,0
0.51,40.93,62.99,50.86,21.0,8.0,0.157,0.9534,1.11,0.9889,0
11.19,34.24,61.01,87.64,25.36,5.53,0.848,1.3233,15.758,0.8424,1
19.48,30.3,62.18,71.94,13.34,4.25,0.828,0.8157,19.706,0.8029,1
1.35,33.99,59.5,19.08,24.43,5.65,0.783,0.7492,1.64,0.9836,0
16.48,22.67,49.49,85.72,24.33,4.63,0.615,0.6603,11.265,0.8873,0
20.67,26.77,47.58,81.13,28.59,4.14,0.723,0.9325,21.415,0.7859,1
4.62,21.41,39.16,58.73,6.32,7.51,0.738,0.5109,4.138,0.9586,0
4.1,18.01,43.93,16.79,11.65,6.37,0.889,0.1326,1.917,0.9808,0
21.59,30.67,53.7,59.99,23.76,5.58,0.732,0.9254,22.529,0.7747,1
20.67,29.48,42.95,19.37,2.0,4.77,0.736,0.2891,4.774,0.9523,0
13.7,33.5,53.53,40.63,21.44,4.86,0.804,0.759,6.947,0.9305,0
20.57,32.37,53.87,65.31,25.42,6.9,0.556,0.8591,21.038,0.7896,1
2.77,29.94,48.88,88.03,13.97,5.54,0.213,0.7199,2.771,0.9723,0
10.16,32.45,63.34,43.62,14.99,2.0,0.085,0.7608,8.107,0.9189,0
18.58,27.66,52.54,83.8,10.48,7.86,0.419,0.5025,11.552,0.8845,0
6.81,31.3,61.54,88.47,14.35,5.4,0.092,1.003,10.224,0.8978,1
18.93,22.19,45.77,16.68,14.55,5.58,0.169,0.3614,10.28,0.8972,0
12.85,30.96,53.45,34.15,13.22,6.4,0.024,0.3943,7.25,0.9275,0
18.88,33.35,49.73,71.79,12.84,5.71,0.3,0.5631,10.27,0.8973,0
11.88,22.64,44.71,75.55,16.1,6.02,0.97,0.545,5.753,0.9425,0
9.51,28.41,50.49,46.39,16.02,4.73,0.379,0.3865,0.107,0.9989,0
5.87,23.01,36.81,67.54,31.12,3.85,0.241,0.4776,4.019,0.9598,0
5.61,23.79,42.55,63.97,15.24,5.51,0.403,0.3363,3.872,0.9613,0
18.91,19.0,39.06,74.18,20.41,6.77,0.301,0.4615,11.795,0.8821,0
3.41,38.13,62.61,72.49,13.96,4.49,0.674,0.7653,3.798,0.962,0
2.61,36.53,61.29,21.87,13.87,4.4,0.634,0.6153,1.396,0.986,0
4.82,32.3,50.81,27.66,6.07,6.54,0.027,0.0914,0.0,1.0,0
4.8,43.78,68.59,25.62,7.0,4.7,0.511,0.9076,3.114,0.9689,0
20.67,26.49,47.39,89.6,9.55,4.75,0.036,0.5957,13.312,0.8669,0
10.26,50.0,55.0,88.08,19.29,4.79,0.677,0.7455,6.453,0.9355,0
24.76,26.18,45.27,78.79,25.53,5.13,0.936,0.8013,24.44,0.7556,1
3.86,30.04,58.52,24.34,5.49,3.47,0.907,0.9006,1.416,0.9858,0
16.51,24.82,36.73,60.94,14.16,4.61,0.206,0.4214,7.521,0.9248,0
11.49,30.98,53.65,29.98,8.43,5.45,0.743,0.4925,2.963,0.9704,0
10.13,34.68,66.2,44.47,16.15,5.45,0.793,1.1243,12.281,0.8772,1
21.94,27.09,44.52,36.37,25.53,6.47,0.864,0.4467,11.196,0.888,0
24.4,42.21,64.23,81.31,14.87,7.22,0.26,0.9541,24.353,0.7565,1
21.89,29.91,44.09,26.56,17.67,6.86,0.451,0.3875,8.334,0.9167,0
5.21,30.16,61.93,66.69,28.19,6.21,0.222,1.1435,6.104,0.939,0
5.91,20.73,42.23,93.71,21.21,5.04,0.024,0.6433,3.075,0.9692,0
16.57,31.35,53.63,69.96,12.68,4.51,0.659,0.5547,9.861,0.9014,0
7.58,26.93,57.05,21.34,19.11,5.22,0.431,0.6348,8.299,0.917,1
18.5,23.13,49.1,87.63,12.21,5.84,0.248,0.5728,11.947,0.8805,0
14.38,21.79,38.53,66.45,20.94,6.1,0.847,0.4813,8.51,0.9149,0
14.0,49.37,67.49,51.5,21.61,5.89,0.496,1.1712,16.309,0.8369,1
20.8,25.89,50.86,67.78,8.43,5.07,0.995,0.4669,9.702,0.903,0
17.91,16.34,34.6,85.32,19.23,6.07,0.793,0.5057,10.03,0.8997,0
1.15,22.41,31.71,53.17,17.18,6.59,0.869,0.3923,4.596,0.954,1
1.71,27.59,49.27,57.51,21.81,6.17,0.773,0.5738,0.532,0.9947,0
15.24,32.37,45.49,51.2,23.82,5.16,0.106,0.5461,9.698,0.903,0
12.41,32.44,64.14,20.81,21.34,4.28,0.065,0.9431,10.901,0.891,0
6.87,33.41,56.47,77.97,15.88,4.26,0.915,0.9027,1.878,0.9812,0
10.76,22.84,39.41,25.11,24.53,4.45,0.138,0.275,2.102,0.979,0
19.07,30.72,48.53,46.57,11.89,5.48,0.391,0.3944,12.568,0.8743,0
20.75,20.99,31.66,45.95,8.76,5.77,0.61,0.1336,5.036,0.9496,0
14.25,23.04,38.45,37.4,2.0,3.64,0.212,0.1741,5.89,0.9411,0
9.94,20.66,48.76,47.2,17.51,4.65,0.225,0.3192,2.994,0.9701,0
7.13,18.49,53.88,64.44,12.25,5.47,0.466,0.7121,1.421,0.9858,0
13.29,36.51,62.87,39.91,20.78,4.21,0.361,0.9366,11.242,0.8876,0
8.21,33.51,54.96,28.8,4.2,5.68,0.677,0.6075,5.934,0.9407,0
14.32,35.81,55.22,84.55,13.47,4.86,0.075,0.8052,12.63,0.8737,1
17.08,28.31,44.58,92.67,21.29,4.4,0.489,0.5974,11.122,0.8888,0
2.12,34.21,68.57,51.69,10.79,5.26,0.174,1.0064,1.291,0.9871,0
0.53,13.91,34.78,41.16,20.86,5.63,0.607,0.5742,1.856,0.9814,0
5.7,34.9,69.6,18.8,14.1,4.27,0.116,0.9974,5.021,0.9498,0
22.42,29.42,59.78,17.95,17.77,4.93,0.198,0.4847,12.821,0.8718,0
16.33,33.02,44.57,46.43,22.17,5.71,0.804,0.64,11.649,0.8835,0
4.71,31.04,49.04,89.42,24.67,4.36,0.235,0.7505,3.048,0.9695,0
22.31,20.1,38.09,73.46,18.65,3.38,0.737,0.5965,13.291,0.8671,0
12.01,16.02,37.54,42.94,12.3,3.51,0.273,0.2471,2.798,0.972,0
12.16,22.3,43.94,92.44,14.79,4.74,0.235,0.4825,9.505,0.9049,0
23.42,32.52,72.5,49.3,22.46,3.75,0.299,1.6354,41.693,0.5831,1
1.96,33.52,49.06,37.14,10.85,4.82,0.881,0.2635,2.229,0.9777,0
5.77,17.06,40.43,49.11,16.75,7.03,0.397,0.2908,0.546,0.9945,0
14.85,20.15,45.85,31.92,15.3,3.68,0.244,0.2196,1.639,0.9836,0
5.29,22.21,44.2,85.85,17.28,4.89,0.537,0.2898,3.486,0.9651,0
17.15,25.14,47.8,43.89,10.94,7.55,0.386,0.4736,10.557,0.8944,0
5.75,17.1,32.83,67.64,5.04,5.65,0.79,0.22,1.654,0.9835,0
2.93,16.62,39.26,46.12,21.65,4.8,0.99,0.583,1.152,0.9885,0
5.57,21.43,46.49,87.14,24.75,5.03,0.527,0.7554,1.949,0.9805,0
10.86,28.69,52.66,66.39,5.45,5.67,0.452,0.5743,8.121,0.9188,0
4.82,18.56,43.98,54.06,20.58,7.07,0.343,0.4035,4.024,0.9598,0
3.8,27.07,57.55,25.57,25.58,4.62,0.973,0.7434,1.789,0.9821,0
21.58,36.47,64.09,87.15,22.17,4.37,0.483,1.3131,28.437,0.7156,1
8.35,17.59,40.01,58.75,15.08,3.68,0.178,0.3852,5.562,0.9444,0
9.34,26.35,41.32,37.8,11.4,5.31,0.969,0.3542,2.605,0.9739,0
1.85,36.2,54.6,85.23,18.57,3.65,0.961,0.7815,4.411,0.9559,1
9.26,24.65,45.34,19.36,19.73,4.69,0.436,0.2703,2.673,0.9733,0
6.99,23.41,46.92,40.13,18.67,4.2,0.348,0.4305,2.595,0.974,0
15.46,37.31,56.44,57.95,16.74,6.38,0.68,0.6422,10.8,0.892,0
5.53,25.55,41.94,42.19,10.42,4.64,0.829,0.3281,1.331,0.9867,0
22.26,36.84,51.71,53.14,20.96,5.64,0.499,0.5687,15.952,0.8405,0
23.28,31.43,43.52,36.15,21.3,3.44,0.331,0.3443,11.014,0.8899,0
2.95,25.26,45.85,25.41,19.41,5.34,0.301,0.425,3.104,0.969,0
3.13,31.84,45.02,17.95,18.78,3.88,0.327,0.4198,1.681,0.9832,0
3.33,30.56,46.56,27.61,29.75,4.73,0.118,0.8024,1.984,0.9802,0
15.68,36.17,55.8,91.24,13.63,7.63,0.779,0.9874,16.285,0.8372,1
3.49,23.61,37.6,61.03,26.97,6.23,0.105,0.6614,1.679,0.9832,0
21.38,28.33,52.61,54.12,12.86,5.06,0.398,0.3992,12.299,0.877,0
18.98,27.51,53.95,45.75,25.76,8.0,0.835,0.6144,14.424,0.8558,0
20.59,33.63,52.34,71.67,26.63,4.19,0.404,0.7733,17.032,0.8297,1
13.39,19.8,39.18,26.3,15.95,6.48,0.295,0.3839,4.246,0.9575,0
24.92,36.14,61.36,37.09,29.63,3.51,0.948,1.1318,32.461,0.6754,1
1.58,31.73,49.45,67.47,21.28,4.93,0.127,0.6785,1.32,0.9868,0
10.33,17.46,34.77,53.33,11.86,3.72,0.885,0.05,0.721,0.9928,0
8.44,37.67,66.85,76.61,15.38,5.48,0.062,1.3294,14.076,0.8592,1
23.74,45.87,73.18,86.77,25.93,5.26,0.414,2.1109,45.0,0.55,1
14.63,36.01,61.62,80.87,24.46,4.86,0.632,1.002,14.869,0.8513,1
20.25,39.42,66.97,29.74,10.59,6.4,0.37,0.9914,20.927,0.7907,1
